created_at,hashtags,text,BLM
2020-06-13,Blacklivesmatter,"RT  : A LIST OF TRANS FUNDS/RESOURCES (a thread):

*Note I didn't make these lists, just passing on the info✊🏾🖤

#Blacklivesmatter",neither
2020-06-13, ,"RT  : Let’s continue the fight and stay safe!  If you are in CA, NY or DC and don’t have insurance contact my partners   u…",positive
2020-06-13, ,RT  : STOP KILLING TRANS PEOPLE.,neither
2020-06-13, ,RT  : Every single letter was designed by Black artists from the Seattle area. 🥰,positive
2020-06-13, ,"RT  : The police left the precinct expecting to show the world that, without the threat of state violence, the masses would descend…",neither
2020-06-13,BlackLivesMatter BLACK_LIVES_MATTER BlackLivesMatters GeorgeFloyd,"RT  : THIS SHIT NEEDS TO STOP THEY ARENT LEARNING 💔💔💔💔💔
#BlackLivesMatter #BLACK_LIVES_MATTER #BlackLivesMatters #GeorgeFloyd #r…",positive
2020-06-13, ,RT  : Biden reads the same line three times in less than a minute on air 🤦  ,neither
2020-06-13, ,"RT  : RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",positive
2017-06-14,BlackLivesMatter,RT  : Isn't it funny how Libs say that #BlackLivesMatter all the time..Until   comes on the scene looking 4 answe…,negative
2017-06-14,Blacklivesmatter,"RT  : The world we live in... what do you guys think? #Blacklivesmatter 
I wanted to use my social media to share this &amp; I a…",neither
2020-06-14, ,"RT  : Black Lives Matter + Science for the People on the uprising against racism, police brutality, colonial and state violence. Joi…",positive
2019-06-14, ,RT  : Do you hear the tone of their voices ... they want to kill!!!!  ,neither
2020-06-14,JusticeforJulius blacklivesmatter,"    This is separate from the petition!
Please SIGN &amp; SHARE this one TOO!
We need ##JusticeforJulius!
Complete the form to send an e-letter to the Pardon &amp; Parole Board. 
It takes less than 30 seconds. #blacklivesmatter 

 

Text JULIUS to 22-999 to get updates",positive
2020-06-14, ,RT  : 🗣 It’s never been about failure to obey police orders.,positive
2020-06-14, ,"RT  :   Danny Duffy, $65 million starting pitcher for the Royals, in 2017 was caught sleeping at a Burger King drive thru, he…",neither
2020-06-14, ,"RT  : Two people peacefully carried American flags through the Seattle ""autonomous zone."" It was seen as an intense act of provoca…",positive
2020-06-14, ,RT  : idk how this could happen and you don’t quit immediately,neither
2020-06-14,BlackLivesMatter increaseunderstanding,"Watching   . Excellent. Informative. Needed.
#BlackLivesMatter #increaseunderstanding",positive
2020-06-14,BlackLivesMatter AllBirthdaysMatter,"RT  : #BlackLivesMatter 
#AllBirthdaysMatter 

Alonzo Smith
India Kager
Michael Marshall
Jamar Clark
Richard Perkins
Phillip…",neither
2020-06-14, ,RT  : This is KIMMIE DUNCAN a 14 year old boy who was found hanged on a tree. The police didn't do any further  investigation…,positive
2020-06-14,iRacing Ferrari,"The @ imsa_racing #iRacing Pro Series reached its final stage at @ wgi1948. This has been a really thrilling challenge for us and it was incredibly fun, too! 🎮 🔥
We’d like to thank all drivers who raced with #Ferrari and all of you for following the races and cheering us on! 😉",neither
2020-06-14,nycprotests,RT  : #nycprotests have not slowed any more than they have around the country because initial legislative reforms are frst steps..…,neither
2020-06-15, ,"RT  : CW: death

In the past two days I've heard about three separate women, three black trans women, who have been murdered.

Ther…",neither
2020-06-15, ,"RT  : Don’t forget him. His name is Abdirahman Salad. He was sh0t six times by police officers in Columbus, Ohio. He was only 15 y…",positive
2020-06-15,WeAreTheNewsNow WeAreTheNews TheMighty200 The200 BlueLivesMatter,RT  : 💥What the media is not telling you is this! 💥 #WeAreTheNewsNow #WeAreTheNews #TheMighty200 #The200 #BlueLivesMatter #Bac…,neither
2017-06-15,capitolpolice CrystalGriner DavidBailey BlueLivesMatter PJNET,MT  : Commend #capitolpolice #CrystalGriner &amp; #DavidBailey prevent more injury   #BlueLivesMatter #PJNET,neither
2019-06-15, ,RT  : Do you hear the tone of their voices ... they want to kill!!!!  ,negative
2020-06-15, ,"RT  : The ""Karen"" in the video is Lisa Alexander who is the CEO of LAFACE Skincare. Feel free to boycott her products, thank me lat…",positive
2020-06-15,redwalruscommunist,Well I don't 💩 for brains. #redwalruscommunist,neither
2020-06-16,blacklivesmatter,"RT  : Has #blacklivesmatter disrupted a Hillary event? You know, the whitest woman in America?",neither
2020-06-16, ,"RT  : Police officer Julian Keen was shot and killed over the weekend. 

Those who knew him described Keen as ""a role model…",neither
2016-06-16,anonymus,"        
Just don't be sobutt hurt when the real #anonymus shuts down your account for being a fraud",neither
2020-06-16,BlackLivesMatter,RT  : We are working to resolidify the #BlackLivesMatter Movement in Seattle. It has always been a decentralized movement per nati…,positive
2020-06-16, ,RT  : I wanted to share my thoughts of everything going on at the moment and my experiences as a brown person. This was the b…,neither
2020-06-16,BlackLivesMatter,Let   be a lesson to the rest of Silicon Valley. #BlackLivesMatter statements mean nothing if Black employees aren’t being treated the way they deserve. Take a look in-house &amp; see if you can back up your words w/ action before sharing statements.,positive
2017-06-17,PhilandoCastile BlackLivesMatter,"RT  : Less than one year ago, we had a POTUS who spoke out in concern about #PhilandoCastile's death:

#BlackLivesMatter 
 ",positive
2017-06-17,PhilandoCastile BlackLivesMatter,"RT  : #PhilandoCastile #BlackLivesMatter

I'll say it again! We need criminal justice reform; we have 2 stop the prison pipeline+era…",positive
2020-06-17, ,RT  : Columbus is banning the use of tear gas and pepper spray to clear streets and disperse peaceful protests.,neither
2017-06-17, ,"""Talk is the fool, silence is always the wise"". Hip Hop or Shakespeare?",neither
2017-06-17,blm AllLivesMatter,RT  : It's Time for me 2 Unite People &amp;End #blm -I will be the Baby MLKJR! #AllLivesMatter.   let's put BLM in thei…,negative
2020-06-17, ,RT  : Cops are having a difficult few weeks because they are now being told that they can not use violent force against citiz…,neither
2020-06-17, ,"RT  : At least people won't be surprised when they learn the longest of the 44 chapters in Proof of Corruption is ""Trump-Turkey…",positive
2020-06-17,StarTrekUnitedGives,"RT  : Fans in the US can tweet #StarTrekUnitedGives  and   will make a $1 donation on your behalf. 

Not in the US? Ple…",positive
2020-06-17, ,RT  : PLT X Saweetie collab out now! ALL proceeds from my collection will go to the Black Lives Matter foundation. Thank you PLT fo…,positive
2020-06-17, ,RT  : The UK BlackLivesMatter trademark application has been withdrawn 🙌🏾 Duppy kno who fi frighten.,negative
2017-06-18,blm AllLivesMatter,RT  : I got pulled over by the police! I'm alive because I listened! #blm #AllLivesMatter  ,positive
2020-06-18, ,RT  : Andrew Cooney is a insurance agent with   in Rochester Minnesota.  He is also a member of the   design…,neither
2017-06-18, ,RT  : I'm getting violent threats on Insta after speaking about unity. I just want us all to get along&amp;throw away the race card #…,positive
2020-06-18, ,  Omg ILY🥰❤️,neither
2020-06-18, ,RT  : PHILLY JUST TOOK $33 MILLION FROM THE POLICE BUDGET OVERNIGHT and restored our African American museum and cultural fund…,positive
2020-06-18, ,"RT  : When I testified in front of this coward’s committee, I briefly stared at him. He lowered his head in shame &amp; immediately loo…",neither
2020-06-19, ,RT  : This is the 22nd day of protests in the country,neither
2020-06-19, ,RT  :   I had signed him for ‘Hate Story’ - his first movie contract. But Balaji didn’t release him.,neither
2020-06-19, ,RT  : This is the 22nd day of protests in the country,neither
2017-06-19, ,RT  : MT  : #PoliceLivesMatter Let's have their backs. Defend them in any way we can!   #BlueLive…,neither
2017-06-19,BlackLivesMatter,RT  : STOP DENYING POLICE BRUTALITY. Start standing in solidarity w/ POC &amp; demanding that something be DONE. #BlackLivesMatter  ,positive
2020-06-19,BlackLivesMatter,"RT  : FEDERAL RESPONSE TO GEORGE FLOYD'S KILLING:   deployed helicopters, airplanes &amp; drones over #BlackLivesMatter protests…",neither
2020-06-19,HappyJuneteenth BlackLivesMatter,"#HappyJuneteenth

And for anyone too stupid to understand or too bigoted to say it....

#BlackLivesMatter  ",positive
2020-06-19,BlackLivesMatter,"Honored to work for an organization that fights for racial justice and protects civil and human rights.

Tell your elected officials Black communities deserve:

-Fair Liveable Wages
-Affordable Health Care
-Quality Public Education
-Freedom From Police Terror

#BlackLivesMatter  ",positive
2020-06-19,BlackLivesMatter,"RT  : So wearing a #BlackLivesMatter mask that assets your humanity can get you fired from Taco Bell. In other news, this was the…",positive
2020-06-19, ,RT  : Atlanta Police should stay off the job until Officer Garrett Rolfe is released from jail. He's a political prisoner. #Blue…,negative
2020-06-19, ,RT  : This is the 22nd day of protests in the country,neither
2020-06-19,BlackLivesMatter,Learn Black History - Screening black history Documentaries. #BlackLivesMatter,neither
2020-06-02,baltimoreprotests peacefulprotests bethechange youthlead blacklivesmatter,RT  : Awesome Baltimore youth organized protest! #baltimoreprotests #peacefulprotests #bethechange #youthlead #blacklivesmatter #Georg…,positive
2020-06-02, ,RT  : They don't have a choice cuz without black twitter there is no twitter,negative
2020-06-02, ,No you just make it sounds like breast cancer is more important than all the other cancers. Like there’s a whole month for that. It’s the same thing here. I literally saw a tweet where a guy said AllLivesMatter starts with BlackLivesMatter,neither
2020-06-02,BlackLivesMatter,"I'm about to address the larger publicly funded organisations in my industry (theatre) that have work to do when it comes to equality in their workforce. Stats from 2018/19 ACE Equality, Diversity &amp; the Creative Case. So if they start tweeting about #BlackLivesMatter Pls rwt thrd",positive
2017-06-20,BlackLivesMatter,SPEAK THE TRUTH MR. WONDER... SPEAK THE TRUTH!!! #BlackLivesMatter  ,positive
2017-06-20,CharleenaLyles BlackLivesMatter,Marching in Harlem for  #CharleenaLyles #BlackLivesMatter we shut shit down   ,positive
2020-06-20, ,RT  : This is the 22nd day of protests in the country,negative
2020-06-20, ,"RT  : TY For today! 

- TY  ,  ,   &amp;   for being guests on the Round Table!
- TY  …",neither
2020-06-20,trumpsdeathclock121k TrumpLiesAskHimWhy GOPLiesAskThemWhy GOPBetrayedAmerica GOPComplicitTraitors JUNETEENTH2020 blacklivesmatter KamalaHarrisForVP MoscowMitch TrumpIsUnfit,"  Why is the press afraid of Adolfdrumpf?
#trumpsdeathclock121k

#TrumpLiesAskHimWhy
#GOPLiesAskThemWhy

#GOPBetrayedAmerica
#GOPComplicitTraitors

#JUNETEENTH2020
#blacklivesmatter

#KamalaHarrisForVP

#MoscowMitch &amp;
#TrumpIsUnfit let CHINA &amp; RUSSIA ATTACK OUR DEMOCRACY &amp; COUNTRY",positive
2020-06-20,Juneteenth,"RT  : In recognition &amp; celebration of the end of slavery in the United States 155 years ago, we wish a happy #Juneteenth to all #M…",positive
2020-06-20,DC WeKeepUsSafe BlackLivesMatter,"RT  : “We’re in #DC, we don’t say hands up don’t shoot. We say hands up, fight back!” #WeKeepUsSafe #BlackLivesMatter #Junete…",positive
2017-06-21, ,You should explain this to philandro Castile family cuz I don't think it's jus that simple  ,neither
2017-06-21, ,RT  : so how do you explain philando castile coonie b jones?  ,positive
2020-06-21, ,RT  : swear i b thinkin too much bout shit,negative
2020-06-21,BlackLivesMatter,RT  : 100% of the proceeds to   #BlackLivesMatter,positive
2020-06-21, ,  Dave bot reported,neither
2020-06-21, ,Reported,neither
2020-06-22,BlackLivesMatter Eracism,RT  : Stay the course Bubba...we’re with you for the duration of this race...it’s a marathon 🏁 #BlackLivesMatter #Eracism,positive
2017-06-22, ,Not taking advice from someone who got a ticket for going 30 in a 40. I see now why nothing happened to you 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️,neither
2017-06-22,BlueLivesMatter PJNET,MT  : Let law enforcement know you appreciate what they do to keep us safe.   #BlueLivesMatter #PJNET,neither
2020-06-22,BlackLivesMatter,RT  : Change is here #BlackLivesMatter,positive
2020-06-22, ,RT  : A hot lie,neither
2020-06-23, ,"RT  : Excuse me...I hate to ruin your “whites are racists,republicans hate Black people” pity party, but; 99% of the cities where…",positive
2020-06-23, ,"RT  : Black Americans have always been ""racist"" towards Africans, until its time to trend that Blacklivesmatter...
I thought y'al…",negative
2020-06-24, ,RT  : This is being handed out in KW right now. This is the ridiculousness I am talking about! This is the BS ppl actually think...a…,negative
2020-06-24,BlackLivesMatter,"RT  : “I’ve got something to help those who don’t understand #BlackLivesMatter.”

“If you shout back ‘All Lives Matter’ or ‘White…",positive
2020-06-24, ,"RT  : Herschel Walker Offers To Fly Protesters To Countries Without Police - The Police Tribune  

Follow…",neither
2020-06-24,BlackLivesMatterPlaza DC,RT  : .  has ordered   to occupy and prevent all access to  #BlackLivesMatterPlaza in #DC and  …,neither
2020-06-24,BlackLivesMatter,"COVID-19, #BlackLivesMatter, Indigenous rights – these are complex issues, so communicating about them is complex. When clarity is compromised, your best defense is to hire an editor.

For the full blog, see  ",neither
